item_id,time_period,category,silhouette,neckline,sleeve_type,hemline,primary_color,secondary_color,pattern,fabric,sustainability_label,price_segment,year,quarter,search_volume,social_mentions,runway_appearances,celebrity_wears,influencer_posts,retail_availability,price_index,units_sold,return_rate,avg_rating,review_count,trend_score,trending_next_quarter
FSH109183,2020-Q2,Outerwear,Oversized,High-Neck,Long,Midi,Red,White,Solid,Wool,Conventional,Mid-Range,2020,Q2,6855,2698,2,3,47,0.28,129.51,5295,36.1,3.93,80,38.2,0
FSH109184,2021-Q3,Bottoms,Oversized,Off-Shoulder,Three-Quarter,Midi,Navy,Red,Striped,Knit,Organic,Mid-Range,2021,Q3,5754,1937,3,2,77,0.5,427.1,284,37.7,3.55,14,41.5,0
FSH109185,2024-Q1,Dresses,Relaxed,Scoop,Sleeveless,Maxi,Pink,Beige,Solid,Velvet,Upcycled,Budget,2024,Q1,2613,5989,3,4,6,0.26,204.02,471,25.1,3.11,19,48.6,0
FSH109186,2023-Q3,Outerwear,Fitted,V-Neck,Short,Mini,Grey,Beige,Floral,Velvet,Recycled,Budget,2023,Q3,460,7697,7,2,128,0.93,328.58,30,6.7,4.84,82,75.0,1
FSH109187,2015-Q4,Outerwear,Oversized,Off-Shoulder,Three-Quarter,Mini,White,White,Geometric,Velvet,Conventional,Budget,2015,Q4,1604,110,2,2,294,0.36,175.67,65,25.6,3.86,9,30.2,0
FSH109188,2018-Q4,Dresses,Fitted,Scoop,Bell,Midi,Black,Multi,Striped,Linen,Conventional,Budget,2018,Q4,5287,8396,5,2,127,0.58,373.31,1611,33.8,4.26,441,38.1,0
FSH109189,2018-Q4,Bottoms,Relaxed,Square,Three-Quarter,Midi,Brown,Purple,Plaid,Polyester,Organic,Mid-Range,2018,Q4,9980,45,5,1,436,0.25,106.68,1693,15.2,4.45,28,39.2,0
FSH109190,2020-Q1,Accessories,Relaxed,Off-Shoulder,Cap,Floor-Length,Blue,Black,Geometric,Linen,Sustainable,Mid-Range,2020,Q1,29748,330,3,1,16,0.99,463.79,312,12.3,4.13,47,51.3,0
FSH109191,2021-Q2,Tops,Structured,Off-Shoulder,Short,Cropped,Grey,Orange,Plaid,Leather,Conventional,Mid-Range,2021,Q2,1712,3681,1,1,282,0.42,131.64,2632,5.7,3.77,20,21.4,0
FSH109192,2023-Q4,Bottoms,Flowy,Crew,Three-Quarter,Cropped,Brown,Red,Striped,Velvet,Conventional,Luxury,2023,Q4,5438,26697,3,1,157,0.1,124.12,2266,9.6,5.0,80,28.3,0
FSH109193,2019-Q3,Bottoms,Structured,Scoop,Cap,Midi,Beige,Navy,Abstract,Velvet,Conventional,Mid-Range,2019,Q3,4768,228,3,1,2317,0.92,370.07,1998,8.2,3.7,33,45.0,0
FSH109194,2019-Q1,Footwear,Oversized,High-Neck,Three-Quarter,Maxi,White,Yellow,Plaid,Cotton,Organic,Premium,2019,Q1,1372,6044,3,1,83,0.21,197.58,273,9.3,4.27,149,45.2,0
FSH109195,2021-Q2,Footwear,Tailored,Off-Shoulder,Bell,Floor-Length,Blue,Navy,Striped,Silk,Conventional,Premium,2021,Q2,2506,782,1,4,23,0.43,77.82,49,4.7,4.49,41,53.3,1
FSH109196,2020-Q2,Footwear,Fitted,V-Neck,Bell,Knee-Length,Purple,Beige,Solid,Denim,Organic,Mid-Range,2020,Q2,90818,6958,3,2,3139,0.86,221.71,161,33.1,3.8,105,54.8,1
FSH109197,2021-Q4,Tops,Relaxed,Scoop,Cap,Mini,White,Red,Solid,Polyester,Conventional,Mid-Range,2021,Q4,4667,989,2,1,253,0.44,216.02,733,13.8,4.59,55,43.0,0
FSH109198,2015-Q1,Dresses,Relaxed,High-Neck,Bell,Mini,Pink,Blue,Solid,Cotton,Conventional,Mid-Range,2015,Q1,1103,10875,3,2,126,0.23,210.95,2042,24.9,5.0,63,37.1,0
FSH109199,2023-Q4,Tops,Relaxed,Scoop,Cap,Mini,Navy,None,Abstract,Denim,Organic,Mid-Range,2023,Q4,2990,417,0,3,477,0.67,251.21,17,19.4,3.25,40,55.7,1
FSH109200,2024-Q1,Outerwear,Relaxed,Square,Bell,Cropped,Pink,None,Floral,Linen,Organic,Budget,2024,Q1,1183,4511,7,1,127,0.67,294.16,21,17.5,3.88,647,63.3,1
FSH109201,2015-Q2,Outerwear,Relaxed,High-Neck,Cap,Midi,Black,Red,Solid,Satin,Organic,Mid-Range,2015,Q2,2260,2275,6,2,129,0.71,91.54,70,11.9,3.92,144,47.3,0
FSH109202,2019-Q1,Accessories,Relaxed,High-Neck,Three-Quarter,Floor-Length,Beige,Blue,Solid,Satin,Recycled,Mid-Range,2019,Q1,1029,1915,4,3,114,0.97,453.96,98,18.9,3.03,90,49.1,0
FSH109203,2024-Q4,Bottoms,Oversized,Off-Shoulder,Sleeveless,Floor-Length,Red,White,Striped,Satin,Conventional,Mid-Range,2024,Q4,942,2757,3,4,612,0.46,308.86,3161,25.6,2.85,63,61.1,1
FSH109204,2024-Q2,Outerwear,Relaxed,Crew,Long,Cropped,White,Purple,Solid,Velvet,Conventional,Premium,2024,Q2,15854,3544,2,4,58,0.85,303.51,1983,8.7,3.66,7,60.0,1
FSH109205,2020-Q1,Bottoms,Structured,Scoop,Cap,Midi,Beige,Beige,Solid,Satin,Conventional,Premium,2020,Q1,1561,1167,2,1,29,0.55,422.02,1884,5.8,4.25,267,38.4,0
FSH109206,2017-Q1,Dresses,Oversized,V-Neck,Bell,Maxi,White,Blue,Floral,Linen,Conventional,Premium,2017,Q1,6968,892,2,3,13,0.74,218.12,78,20.9,4.11,299,54.3,1
FSH109207,2018-Q1,Bottoms,Relaxed,Square,Short,Cropped,White,Multi,Solid,Silk,Organic,Luxury,2018,Q1,1512,5787,3,0,71,0.97,150.34,825,16.6,4.35,89,46.5,0
FSH109208,2017-Q3,Bottoms,Flowy,V-Neck,Long,Midi,Yellow,None,Solid,Cotton,Sustainable,Mid-Range,2017,Q3,3428,24995,3,0,220,0.13,299.57,8804,12.0,3.08,261,44.1,0
FSH109209,2018-Q4,Accessories,Oversized,Crew,Sleeveless,Maxi,Green,White,Plaid,Wool,Recycled,Premium,2018,Q4,2210,1006,1,3,294,0.22,361.33,558,40.0,3.96,59,52.2,1
FSH109210,2018-Q4,Tops,Fitted,V-Neck,Long,Cropped,Beige,Grey,Floral,Satin,Conventional,Budget,2018,Q4,1731,1015,6,1,66,0.75,343.34,690,27.4,4.57,46,43.8,0
FSH109211,2015-Q2,Accessories,Fitted,Scoop,Long,Mini,Pink,Black,Solid,Knit,Conventional,Premium,2015,Q2,671,3299,2,1,12,0.14,258.59,1303,12.3,3.62,210,31.4,0
FSH109212,2016-Q4,Bottoms,Flowy,V-Neck,Sleeveless,Maxi,Beige,Orange,Striped,Velvet,Sustainable,Budget,2016,Q4,4710,1748,5,4,59,0.52,327.37,757,33.9,4.22,17,59.4,1
FSH109213,2018-Q1,Tops,Structured,Square,Short,Cropped,Green,Green,Solid,Satin,Sustainable,Mid-Range,2018,Q1,1998,184,4,3,38,0.6,330.66,1263,23.5,3.56,298,46.1,0
FSH109214,2019-Q1,Dresses,Oversized,Scoop,Cap,Midi,Black,Black,Solid,Wool,Conventional,Premium,2019,Q1,1117,200,3,0,775,0.82,414.31,1033,18.0,4.32,363,51.5,0
FSH109215,2024-Q3,Dresses,Relaxed,High-Neck,Three-Quarter,Mini,White,Purple,Solid,Cotton,Sustainable,Mid-Range,2024,Q3,1447,722,4,5,234,0.57,203.72,3854,16.5,4.15,104,71.9,1
FSH109216,2020-Q4,Bottoms,Oversized,Off-Shoulder,Short,Midi,Multi,Blue,Solid,Wool,Conventional,Mid-Range,2020,Q4,5269,84,3,1,17,0.18,361.44,1006,6.1,3.58,3,53.2,1
FSH109217,2015-Q3,Dresses,Structured,Crew,Bell,Knee-Length,Black,Green,Solid,Cotton,Organic,Mid-Range,2015,Q3,1226,1296,6,0,24,0.77,340.96,549,12.7,4.17,267,47.9,0
FSH109218,2022-Q2,Bottoms,Flowy,Crew,Short,Knee-Length,Black,Grey,Tie-Dye,Linen,Organic,Premium,2022,Q2,4578,3768,2,3,238,0.72,125.21,560,9.7,3.94,533,59.5,1
FSH109219,2018-Q1,Accessories,Structured,V-Neck,Cap,Cropped,Red,Beige,Solid,Velvet,Organic,Luxury,2018,Q1,1434,716,4,1,5,0.71,380.71,255,32.4,3.67,6,31.1,0
FSH109220,2019-Q3,Outerwear,Relaxed,Scoop,Short,Maxi,Navy,None,Polka Dot,Satin,Sustainable,Mid-Range,2019,Q3,2018,244,1,1,84,0.19,393.74,665,10.2,3.41,30,33.2,0
FSH109221,2016-Q3,Footwear,Fitted,Square,Bell,Floor-Length,Pink,Yellow,Floral,Leather,Sustainable,Budget,2016,Q3,3653,2307,3,4,112,0.19,399.54,1289,22.5,3.21,66,46.1,0
FSH109222,2017-Q1,Dresses,Fitted,Off-Shoulder,Short,Maxi,Yellow,Grey,Solid,Polyester,Conventional,Mid-Range,2017,Q1,3782,538,5,1,45,0.89,347.28,120,40.0,4.21,35,32.8,0
FSH109223,2019-Q3,Bottoms,Structured,Square,Bell,Cropped,Black,Multi,Abstract,Polyester,Organic,Budget,2019,Q3,9544,955,11,1,117,0.96,159.27,75,33.0,4.06,50,67.4,1
FSH109224,2024-Q4,Tops,Fitted,V-Neck,Long,Cropped,Red,Beige,Solid,Denim,Organic,Mid-Range,2024,Q4,4882,1934,2,2,44,0.95,392.04,212,9.5,4.53,45,65.0,1
FSH109225,2020-Q2,Accessories,Oversized,Square,Long,Floor-Length,Brown,Blue,Solid,Denim,Sustainable,Luxury,2020,Q2,287,936,2,0,6,0.99,471.23,1132,6.1,3.42,22,41.9,0
FSH109226,2019-Q2,Dresses,Structured,Off-Shoulder,Sleeveless,Mini,White,Grey,Solid,Denim,Conventional,Premium,2019,Q2,1951,1397,5,1,60,0.23,82.82,57,6.5,4.2,13,33.8,0
FSH109227,2020-Q3,Bottoms,Relaxed,Scoop,Bell,Midi,Blue,Purple,Solid,Linen,Conventional,Mid-Range,2020,Q3,5517,7763,5,3,41,0.67,291.28,4532,2.5,3.72,5,60.7,1
FSH109228,2015-Q2,Bottoms,Structured,Square,Sleeveless,Floor-Length,Beige,Beige,Striped,Polyester,Conventional,Luxury,2015,Q2,2280,91,4,0,97,0.35,356.68,267,7.6,2.95,48,43.7,0
FSH109229,2017-Q3,Bottoms,Structured,V-Neck,Sleeveless,Midi,Green,Multi,Tie-Dye,Silk,Conventional,Premium,2017,Q3,1994,630,4,3,85,0.13,391.59,173,21.1,4.17,1,37.2,0
FSH109230,2022-Q3,Footwear,Oversized,V-Neck,Three-Quarter,Knee-Length,Pink,Purple,Solid,Satin,Recycled,Budget,2022,Q3,2877,82,3,1,213,0.51,180.57,1365,7.5,4.72,171,55.8,1
FSH109231,2023-Q1,Tops,Tailored,Square,Cap,Knee-Length,Red,Orange,Solid,Silk,Conventional,Luxury,2023,Q1,885,46,4,0,179,0.64,462.34,93,7.7,4.58,38,39.1,0
FSH109232,2018-Q2,Tops,Structured,Off-Shoulder,Three-Quarter,Cropped,Red,Purple,Polka Dot,Knit,Recycled,Mid-Range,2018,Q2,616,101,6,1,125,0.73,145.94,264,13.2,4.14,87,52.7,1
FSH109233,2018-Q4,Footwear,Relaxed,V-Neck,Three-Quarter,Maxi,Black,Brown,Solid,Knit,Conventional,Mid-Range,2018,Q4,36693,1867,2,0,24,0.16,213.13,143,5.7,5.0,157,32.1,0
FSH109234,2017-Q3,Bottoms,Flowy,Square,Sleeveless,Maxi,Red,Beige,Solid,Wool,Recycled,Mid-Range,2017,Q3,3383,1817,3,0,307,0.8,401.85,1111,7.9,3.78,53,51.5,0
FSH109235,2023-Q1,Tops,Flowy,Off-Shoulder,Cap,Mini,Brown,Purple,Tie-Dye,Knit,Recycled,Budget,2023,Q1,1341,469,1,2,110,0.82,87.18,2074,9.0,3.89,40,59.3,1
FSH109236,2016-Q3,Dresses,Flowy,Square,Three-Quarter,Knee-Length,Purple,Pink,Striped,Denim,Conventional,Premium,2016,Q3,15461,280,2,3,129,0.41,66.45,1133,16.0,4.38,22,42.3,0
FSH109237,2022-Q3,Footwear,Structured,Square,Long,Mini,Green,Orange,Solid,Velvet,Conventional,Mid-Range,2022,Q3,1908,1071,5,3,14,0.94,108.29,429,11.0,4.05,13,53.6,1
FSH109238,2018-Q2,Accessories,Relaxed,Scoop,Three-Quarter,Midi,Grey,Yellow,Solid,Denim,Conventional,Budget,2018,Q2,8399,971,5,1,479,0.32,97.51,327,14.2,4.3,18,43.7,0
FSH109239,2021-Q4,Outerwear,Relaxed,Off-Shoulder,Long,Cropped,Pink,Yellow,Floral,Wool,Organic,Mid-Range,2021,Q4,4150,5927,1,2,70,0.76,306.83,501,10.1,3.71,29,48.5,0
FSH109240,2018-Q4,Footwear,Structured,Scoop,Three-Quarter,Maxi,White,None,Solid,Cotton,Organic,Budget,2018,Q4,16610,737,1,2,185,0.32,99.59,1206,23.4,3.65,9,33.1,0
FSH109241,2019-Q3,Bottoms,Fitted,Scoop,Bell,Knee-Length,Brown,Green,Solid,Leather,Conventional,Mid-Range,2019,Q3,1483,189,1,1,378,0.73,211.35,2111,2.1,3.92,3,36.2,0
FSH109242,2019-Q1,Tops,Flowy,High-Neck,Bell,Knee-Length,Blue,None,Solid,Denim,Conventional,Premium,2019,Q1,4771,21851,4,2,83,0.18,134.94,1011,17.1,3.52,34,36.5,0
FSH109243,2021-Q2,Dresses,Relaxed,Off-Shoulder,Cap,Floor-Length,Black,Purple,Floral,Cotton,Conventional,Luxury,2021,Q2,3567,13417,4,0,130,0.48,491.48,126,12.3,3.7,10,27.0,0
FSH109244,2016-Q2,Outerwear,Structured,Crew,Bell,Cropped,Red,Green,Solid,Velvet,Upcycled,Mid-Range,2016,Q2,1864,75,3,2,582,0.24,78.02,2561,12.3,4.02,1285,30.4,0
FSH109245,2017-Q1,Bottoms,Oversized,High-Neck,Long,Cropped,Orange,Red,Polka Dot,Cotton,Conventional,Premium,2017,Q1,1715,223,2,1,22,0.47,411.34,1296,21.2,4.05,389,48.6,0
FSH109246,2019-Q1,Footwear,Oversized,High-Neck,Bell,Floor-Length,Multi,Green,Plaid,Satin,Sustainable,Budget,2019,Q1,1112,13755,1,6,99,0.38,486.64,648,12.7,4.71,1404,73.7,1
FSH109247,2022-Q3,Outerwear,Flowy,Off-Shoulder,Long,Knee-Length,Red,Blue,Tie-Dye,Leather,Conventional,Premium,2022,Q3,14350,686,5,0,49,0.49,480.76,83,5.6,3.76,9,32.6,0
FSH109248,2017-Q4,Accessories,Structured,High-Neck,Sleeveless,Knee-Length,Brown,Purple,Animal Print,Velvet,Conventional,Premium,2017,Q4,12796,3335,2,2,523,0.38,451.37,1028,35.1,4.06,27,26.7,0
FSH109249,2020-Q3,Bottoms,Relaxed,High-Neck,Long,Maxi,Black,Yellow,Solid,Cotton,Sustainable,Premium,2020,Q3,5477,4148,3,4,810,0.33,106.68,1470,19.0,3.84,6,61.2,1
FSH109250,2016-Q1,Bottoms,Fitted,V-Neck,Bell,Maxi,Navy,Grey,Plaid,Silk,Conventional,Mid-Range,2016,Q1,719,16,3,1,36,0.56,90.22,5897,35.2,3.85,54,34.8,0
FSH109251,2023-Q4,Tops,Flowy,Scoop,Three-Quarter,Cropped,Brown,Grey,Floral,Knit,Sustainable,Mid-Range,2023,Q4,556,353,3,3,73,0.7,153.96,6697,2.2,4.63,111,64.0,1
FSH109252,2023-Q4,Bottoms,Tailored,Crew,Three-Quarter,Midi,Blue,Beige,Floral,Knit,Recycled,Luxury,2023,Q4,9637,703,5,0,107,0.97,328.6,198,0.6,3.82,85,55.1,1
FSH109253,2015-Q3,Footwear,Fitted,Off-Shoulder,Sleeveless,Midi,Blue,Multi,Floral,Denim,Sustainable,Mid-Range,2015,Q3,5644,89,0,4,38,0.77,92.86,825,9.4,4.36,161,41.9,0
FSH109254,2020-Q4,Dresses,Relaxed,V-Neck,Short,Cropped,Blue,Purple,Plaid,Linen,Sustainable,Mid-Range,2020,Q4,4518,650,1,2,25,0.95,263.77,507,9.5,3.52,95,38.5,0
FSH109255,2019-Q1,Accessories,Relaxed,Square,Long,Cropped,Beige,Yellow,Solid,Cotton,Conventional,Premium,2019,Q1,3447,226,7,1,22,0.14,194.28,13280,24.1,3.67,131,36.6,0
FSH109256,2024-Q3,Accessories,Tailored,Square,Long,Mini,Orange,Multi,Animal Print,Linen,Sustainable,Luxury,2024,Q3,34903,1332,3,3,1536,0.89,250.71,15262,8.3,3.94,56,69.9,1
FSH109257,2021-Q2,Bottoms,Relaxed,Crew,Long,Midi,Beige,Beige,Solid,Knit,Recycled,Premium,2021,Q2,1403,642,4,2,53,0.84,371.72,1834,21.5,4.06,821,53.5,1
FSH109258,2015-Q4,Tops,Fitted,Crew,Three-Quarter,Knee-Length,Purple,White,Solid,Leather,Conventional,Mid-Range,2015,Q4,16830,674,3,1,77,0.56,159.72,278,7.5,4.07,5,30.8,0
FSH109259,2017-Q4,Tops,Relaxed,V-Neck,Cap,Mini,Black,White,Plaid,Velvet,Recycled,Budget,2017,Q4,6491,1426,3,1,88,0.74,399.33,399,23.3,4.7,62,50.2,0
FSH109260,2015-Q1,Tops,Structured,Square,Cap,Mini,Grey,Purple,Abstract,Silk,Conventional,Budget,2015,Q1,541,233,6,0,61,0.76,229.34,259,19.8,4.37,47,42.6,0
FSH109261,2020-Q1,Dresses,Tailored,Off-Shoulder,Cap,Floor-Length,Navy,Multi,Abstract,Velvet,Conventional,Mid-Range,2020,Q1,2037,1538,6,3,219,0.56,225.35,914,11.7,4.79,13,57.7,1
FSH109262,2019-Q3,Bottoms,Relaxed,Scoop,Sleeveless,Cropped,Blue,Grey,Solid,Satin,Conventional,Budget,2019,Q3,2618,472,3,2,14292,0.24,94.1,89,8.4,3.53,4,31.9,0
FSH109263,2020-Q1,Dresses,Fitted,V-Neck,Sleeveless,Maxi,Black,Orange,Solid,Silk,Conventional,Premium,2020,Q1,9069,3665,2,4,99,0.66,146.42,420,28.4,4.02,107,42.2,0
FSH109264,2019-Q2,Outerwear,Structured,High-Neck,Three-Quarter,Mini,Black,Orange,Solid,Wool,Conventional,Premium,2019,Q2,1589,1191,1,5,87,0.97,299.17,380,25.1,3.24,215,32.2,0
FSH109265,2015-Q3,Tops,Relaxed,Square,Cap,Cropped,Black,Orange,Striped,Wool,Organic,Mid-Range,2015,Q3,3549,318,4,4,58,0.78,124.07,151,37.4,4.22,43,61.4,1
FSH109266,2022-Q4,Dresses,Fitted,Crew,Short,Mini,Red,None,Solid,Satin,Organic,Mid-Range,2022,Q4,1131,1196,3,0,59,0.45,287.62,377,15.5,4.75,149,52.2,1
FSH109267,2017-Q2,Bottoms,Tailored,High-Neck,Bell,Floor-Length,Beige,Blue,Geometric,Satin,Sustainable,Premium,2017,Q2,4205,2412,4,2,25,0.99,238.81,423,11.4,2.82,141,55.1,1
FSH109268,2024-Q4,Accessories,Flowy,Off-Shoulder,Long,Maxi,Navy,Brown,Solid,Wool,Conventional,Premium,2024,Q4,1055,1618,2,0,879,0.62,466.72,24933,12.2,3.52,32,32.3,0
FSH109269,2018-Q3,Outerwear,Tailored,Square,Cap,Cropped,Red,None,Plaid,Satin,Organic,Premium,2018,Q3,6687,1051,4,0,561,0.16,198.46,5070,10.7,3.76,67,30.4,0
FSH109270,2016-Q1,Bottoms,Oversized,Square,Short,Maxi,Navy,Purple,Striped,Satin,Recycled,Mid-Range,2016,Q1,1502,6916,4,0,72,0.88,252.68,746,6.6,4.89,143,51.3,0
FSH109271,2015-Q4,Footwear,Relaxed,Scoop,Long,Maxi,Purple,Grey,Floral,Silk,Sustainable,Mid-Range,2015,Q4,11539,3790,2,3,221,0.14,478.58,2319,25.3,3.91,116,32.3,0
FSH109272,2021-Q4,Outerwear,Flowy,Scoop,Long,Knee-Length,Pink,Brown,Solid,Leather,Conventional,Premium,2021,Q4,2322,1190,2,2,43,0.48,414.97,387,0.8,3.77,6,25.9,0
FSH109273,2015-Q4,Accessories,Relaxed,Scoop,Sleeveless,Maxi,Navy,Orange,Solid,Denim,Upcycled,Premium,2015,Q4,31406,3234,0,3,149,0.2,395.55,113,23.8,4.54,31,19.9,0
FSH109274,2018-Q3,Tops,Relaxed,Square,Short,Maxi,Red,Navy,Plaid,Velvet,Recycled,Luxury,2018,Q3,606,1159,8,3,33,0.38,390.71,122,5.4,3.91,699,66.4,1
FSH109275,2019-Q1,Footwear,Relaxed,High-Neck,Cap,Maxi,Purple,Black,Solid,Linen,Organic,Budget,2019,Q1,5279,15196,2,0,93,0.77,194.55,1455,3.1,4.44,2,48.4,0
FSH109276,2015-Q3,Tops,Tailored,Off-Shoulder,Cap,Midi,Beige,None,Solid,Polyester,Organic,Mid-Range,2015,Q3,3763,351,6,1,296,0.6,482.73,382,13.9,3.29,154,38.9,0
FSH109277,2017-Q2,Accessories,Structured,High-Neck,Three-Quarter,Knee-Length,Beige,Grey,Geometric,Silk,Sustainable,Premium,2017,Q2,3710,277,5,1,368,0.73,464.42,1526,14.3,3.93,142,40.4,0
FSH109278,2020-Q3,Tops,Fitted,Square,Short,Midi,Navy,White,Striped,Wool,Conventional,Budget,2020,Q3,1201,432,2,4,90,0.68,326.27,3267,26.3,4.74,20,34.0,0
FSH109279,2019-Q2,Accessories,Fitted,Crew,Long,Maxi,Navy,Blue,Solid,Denim,Conventional,Mid-Range,2019,Q2,15968,135,1,1,397,0.66,286.62,5504,18.0,3.38,20,34.0,0
FSH109280,2015-Q1,Accessories,Flowy,Scoop,Bell,Midi,Red,None,Solid,Polyester,Conventional,Luxury,2015,Q1,3222,2059,3,1,622,0.8,105.8,43,23.6,3.14,49,29.9,0
FSH109281,2023-Q3,Dresses,Flowy,Off-Shoulder,Sleeveless,Cropped,Brown,Yellow,Solid,Leather,Conventional,Budget,2023,Q3,17913,3259,1,2,33,0.16,268.48,4801,15.9,4.22,227,25.0,0
FSH109282,2022-Q3,Accessories,Structured,High-Neck,Three-Quarter,Floor-Length,Beige,Navy,Tie-Dye,Denim,Conventional,Mid-Range,2022,Q3,20016,145,2,0,665,0.81,336.5,154,28.5,4.59,10,40.4,0
FSH109283,2015-Q1,Dresses,Relaxed,High-Neck,Sleeveless,Floor-Length,White,Yellow,Solid,Linen,Conventional,Mid-Range,2015,Q1,10429,1260,2,3,1017,0.45,200.19,754,9.3,3.96,89,37.2,0
FSH109284,2015-Q3,Tops,Oversized,High-Neck,Long,Floor-Length,Blue,Orange,Plaid,Linen,Conventional,Mid-Range,2015,Q3,3252,1008,1,1,1163,0.49,360.38,646,35.4,4.92,20,42.0,0
FSH109285,2015-Q3,Bottoms,Structured,High-Neck,Long,Midi,Grey,White,Solid,Cotton,Organic,Budget,2015,Q3,3386,15006,4,0,53,0.88,143.24,369,20.8,3.65,32,48.3,0
FSH109286,2024-Q1,Accessories,Tailored,Square,Bell,Cropped,Black,Beige,Solid,Cotton,Recycled,Mid-Range,2024,Q1,4643,1379,3,3,116,0.68,269.39,2894,27.6,4.29,10,65.9,1
FSH109287,2019-Q3,Bottoms,Fitted,High-Neck,Sleeveless,Mini,Green,Red,Solid,Cotton,Conventional,Mid-Range,2019,Q3,21437,1545,2,2,649,0.63,145.63,373,7.7,2.98,62,46.3,0
FSH109288,2022-Q1,Bottoms,Oversized,Crew,Three-Quarter,Knee-Length,Purple,White,Abstract,Satin,Conventional,Luxury,2022,Q1,5648,788,2,2,920,0.38,175.75,1884,12.3,3.65,46,45.6,0
FSH109289,2021-Q1,Outerwear,Fitted,Scoop,Long,Floor-Length,Black,Multi,Tie-Dye,Silk,Conventional,Premium,2021,Q1,1298,726,1,2,192,0.2,170.94,461,7.9,3.94,1,19.2,0
FSH109290,2023-Q1,Accessories,Oversized,High-Neck,Cap,Midi,Purple,Navy,Solid,Satin,Conventional,Mid-Range,2023,Q1,689,74,4,1,489,0.63,367.19,1853,12.0,4.47,226,71.6,1
FSH109291,2023-Q4,Footwear,Relaxed,Crew,Cap,Mini,Black,Pink,Solid,Leather,Sustainable,Mid-Range,2023,Q4,2402,4761,5,1,142,0.93,312.18,2024,17.5,4.38,28,69.1,1
FSH109292,2022-Q1,Tops,Flowy,Square,Cap,Maxi,Multi,Black,Solid,Denim,Recycled,Premium,2022,Q1,17998,707,2,3,243,0.34,439.38,1139,27.0,3.31,58,45.8,0
FSH109293,2021-Q2,Tops,Relaxed,Off-Shoulder,Bell,Cropped,Pink,Orange,Solid,Silk,Conventional,Budget,2021,Q2,833,573,2,1,119,0.29,235.41,787,8.4,3.79,887,26.7,0
FSH109294,2015-Q4,Dresses,Oversized,Off-Shoulder,Three-Quarter,Floor-Length,Brown,Orange,Solid,Knit,Conventional,Budget,2015,Q4,20463,1003,2,1,84,0.69,260.8,139,19.3,4.51,170,42.5,0
FSH109295,2018-Q2,Outerwear,Oversized,Square,Three-Quarter,Midi,Black,White,Plaid,Denim,Organic,Mid-Range,2018,Q2,4012,506,5,1,54,0.47,67.71,2760,15.3,4.27,5,59.2,1
FSH109296,2021-Q3,Dresses,Flowy,Crew,Short,Mini,Black,Green,Plaid,Satin,Conventional,Budget,2021,Q3,1383,261,5,1,54,0.88,144.31,1934,16.4,4.01,4,47.4,0
FSH109297,2023-Q1,Tops,Flowy,Crew,Short,Floor-Length,Yellow,White,Floral,Cotton,Conventional,Mid-Range,2023,Q1,1448,181,0,1,314,0.42,396.66,253,15.1,4.11,81,28.3,0
FSH109298,2020-Q2,Accessories,Fitted,Crew,Bell,Mini,Multi,Red,Solid,Wool,Conventional,Premium,2020,Q2,536,4361,4,1,119,0.23,331.51,116,6.9,3.24,54,38.0,0
FSH109299,2015-Q3,Tops,Fitted,Off-Shoulder,Bell,Knee-Length,Navy,Orange,Floral,Cotton,Upcycled,Mid-Range,2015,Q3,8877,308,3,2,236,0.16,94.08,1347,16.0,3.48,410,32.6,0
FSH109300,2020-Q3,Bottoms,Structured,High-Neck,Cap,Maxi,Navy,Beige,Floral,Silk,Conventional,Luxury,2020,Q3,728,3244,1,1,18,0.24,395.59,182,17.0,4.43,162,26.6,0
FSH109301,2020-Q1,Tops,Oversized,Scoop,Bell,Knee-Length,Black,Orange,Striped,Silk,Conventional,Premium,2020,Q1,4314,24,1,4,72,0.92,333.36,525,12.0,4.09,36,59.5,1
FSH109302,2020-Q3,Dresses,Relaxed,High-Neck,Sleeveless,Midi,Yellow,Black,Striped,Leather,Conventional,Mid-Range,2020,Q3,2463,1874,2,1,27,0.39,347.45,2059,9.5,4.11,132,29.8,0
FSH109303,2015-Q4,Tops,Flowy,V-Neck,Sleeveless,Maxi,Orange,Orange,Striped,Denim,Conventional,Mid-Range,2015,Q4,187,1557,2,1,40,0.78,50.83,191,8.5,4.66,32,28.8,0
FSH109304,2020-Q1,Tops,Fitted,Crew,Cap,Midi,Black,Red,Solid,Velvet,Recycled,Premium,2020,Q1,3319,3601,3,5,777,0.96,431.45,153,22.1,4.34,195,62.4,1
FSH109305,2024-Q1,Accessories,Tailored,High-Neck,Short,Cropped,Beige,Beige,Floral,Cotton,Conventional,Budget,2024,Q1,1036,8676,3,1,443,0.43,340.06,1311,40.0,4.23,45,39.3,0
FSH109306,2022-Q3,Tops,Fitted,Scoop,Three-Quarter,Midi,Yellow,Blue,Solid,Denim,Sustainable,Mid-Range,2022,Q3,6585,3443,3,2,133,0.39,64.26,4439,5.9,4.36,4,55.1,1
FSH109307,2020-Q1,Tops,Fitted,High-Neck,Sleeveless,Floor-Length,Black,Yellow,Striped,Knit,Recycled,Mid-Range,2020,Q1,71595,4385,6,1,27,0.83,403.28,157,7.3,3.42,33,59.9,1
